popular_similar_charities,rated_similar_charities,charity_url,charity_phoneNumber,charity_Name,homepage_Link,transperancy_Stars,agent_contactEmail,overall_starRating,charity_address
"Vietnam Veterans Memorial Fund,National Law Enforcement Officers Memorial Fund,Daughters of the American Revolution,Center for Jewish History","The New-York Historical Society,The South Carolina Historical Society,Georgia Historical Society,Indiana Historical Society",,"
			tel: (800) 887-9318",United States Capitol Historical Society,http://www.uschs.org/,86.00,,88.11,"
		
			200 Maryland Avenue, NE,
			Suite 400, Washington , DC 20002"
"Autism Speaks,Lupus Foundation of America,Crohn's & Colitis Foundation of America,Epilepsy Foundation","American Autoimmune Related Diseases Association,Immune Deficiency Foundation,National Organization for Rare Disorders,Rett Syndrome Research Trust",, fax: (718) 803-0414,United Spinal Association,http://www.unitedspinal.org/,97.00,,77.04,"
		
			75-20 Astoria Boulevard,
			Jackson Heights, NY 11370    ,
			tel: (800) 404-2899"
"International Fellowship of Christians and Jews,The Interfaith Alliance Foundation,Kabbalah Centre International Incorporated,The Alban Institute","The Interfaith Center of New York,Presbyterian Frontier Fellowship,International Fellowship of Christians and Jews,The Alban Institute",, fax: (415) 561-2313,United Religions Initiative,http://www.uri.org/,85.00,,87.70,"
		
			P.O. Box 29242,
			San Francisco, CA 94129,
			tel: (415) 561-2300"
"New England Foundation for the Arts,Americans for the Arts,Scottsdale League for the Arts,ArtsFund","ArtsMemphis,Arts & Science Council,Arts and Education Council,ArtsFund",, fax: (414) 273-0826,United Performing Arts Fund,http://www.upaf.org,93.00,,93.47,"
		
			301 W. Wisconsin Ave., Suite 600,
			Milwaukee, WI 53203,
			tel: (414) 273-8723"
"Palestine Children's Relief Fund,Invisible Children,Sudan Relief Fund,Sankara Eye Foundation, USA","The Lambi Fund of Haiti,St. Boniface Haiti Foundation,Lyford Cay Foundation and the Canadian Lyford Cay Foundation,Free The Kids",,"
			tel: (202) 659-5007","United Palestinian Appeal, Inc.",http://www.helpupa.org,97.00,,94.73,"
		
			1330 New Hampshire Avenue, NW,
			Suite 104, Washington, DC 20036"
"Autism Speaks,Lupus Foundation of America,Crohn's & Colitis Foundation of America,Epilepsy Foundation","National Hemophilia Foundation,Colorado Neurological Institute,National Organization for Rare Disorders,GBS/CIDP Foundation International",,"
			tel: (888) 317-8633",United Mitochondrial Disease Foundation,http://www.umdf.org/,100.00,,82.97,"
		
			8085 Saltsburg Road,
			Suite 201, Pittsburgh, PA 15239"
"United States Fund for UNICEF,USA for UNHCR,World Food Program USA,Friends of UNFPA","International Peace Institute,World Food Program USA,United States Fund for UNICEF,NetHope",,"
			tel: (202) 887-9040",United Nations Foundation,http://www.unfoundation.org/,100.00,,98.99,"
		
			1800 Massachusetts Avenue, NW,
			Suite 400, Washington, DC 20036"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","Deborah's Place,ForKids,Metropolitan Ministries,Children's Restoration Network",," 
            ",United Methodist Open Door,http://umopendoor.org/,Not yet scored or rated,,79.63,"
		
			402 E. 2nd Street,
			Wichita, KS 67202,
			tel: (316) 265-9371"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","Interfaith Outreach & Community Partners,St. Joseph Center,MIFA (Metropolitan Inter-faith Association),CAST",," 
            ",United Ministries,http://www.united-ministries.org,100.00,,82.64,"
		
			606 Pendleton Street,
			Greenville, SC 29601,
			tel: (864) 335-2612"
"Robin Hood Foundation,Entertainment Industry Foundation,Share Our Strength,Charities Aid Foundation America","Federal Employee Education & Assistance Fund,Foundation for the National Archives,Hispanic Federation,The Philanthropy Roundtable",, fax: (732) 922-9807,United Methodist Homes of New Jersey Foundation,http://www.umhfoundation.org/,77.00,,60.45,"
		
			3311 State Route 33,
			Neptune, NJ 07753,
			tel: (732) 922-9800"
"Doctors Without Borders, USA,Heifer Project International,Samaritan's Purse,CARE","ORBIS International,World Relief,The Zakat Foundation of America,American Refugee Committee International",,"
			tel: (800) 554-8583",United Methodist Committee on Relief,http://new.gbgm-umc.org/umcor/,93.00,,86.81,"
		
			475 Riverside Drive,
			Room 1530, New York, NY 10115"
"Marine Toys for Tots Foundation,Cradles to Crayons,Alternative House,Shoes and Clothes for Kids","Shoes That Fit,Friends of the Children NY,Roca,Youth Haven, Florida",, fax: (334) 386-5354,United Methodist Children's Home,http://www.umch.net,Not yet scored or rated,,79.25,"
		
			3140 Zelda Court,
			Montgomery, AL 36106,
			tel: (800) 239-3575"
"American Jewish Joint Distribution Committee,Jewish Federation of South Palm Beach County,UJA-Federation of New York,Jewish Federation of Central New Jersey","Jewish United Fund of Metropolitan Chicago,Jewish Federation of Omaha,The Associated: Jewish Community Federation of Baltimore,Jewish Federation of Greater Long Beach and West Orange County",,"
			tel: (248) 642-4260",United Jewish Foundation of Metropolitan Detroit,http://jewishdetroit.org,92.00,,88.14,"
		
			6735 Telegraph Road,
			P.O. Box 2030, Bloomfield Hills, MI 48303    "
"American Jewish Joint Distribution Committee,Jewish Federation of South Palm Beach County,UJA-Federation of New York,Jewish Federation of Central New Jersey","Greater Miami Jewish Federation,Jewish Federation of Las Vegas,Jewish Federation of South Palm Beach County,Jewish Federation of Palm Beach County",,"
			tel: (609) 219-0555",United Jewish Federation of Princeton Mercer Bucks,http://www.ujfpmb.org,93.00,,76.76,"
		
			4 Princess Road,
			Suite 206, Lawrenceville, NJ 08648"
"American Jewish Joint Distribution Committee,Jewish Federation of South Palm Beach County,UJA-Federation of New York,Jewish Federation of Central New Jersey","Jewish Federation of San Diego County,American Jewish Joint Distribution Committee,Jewish Federation of Greater Dallas,Jewish Federation of South Palm Beach County",,"
			tel: (203) 321-1373","United Jewish Federation of Greater Stamford, New Canaan and Darien",http://www.ujf.org/,89.00,,67.80,"
		
			1035 Newfield Avenue,
			Suite 200, Stamford, CT 06905"
"American Jewish Joint Distribution Committee,Jewish Federation of South Palm Beach County,UJA-Federation of New York,Jewish Federation of Central New Jersey","Jewish Federation of Palm Beach County,Jewish Federation of Northeastern New York,Jewish Federation of Las Vegas,Jewish Federation of Omaha",," 
            ",United Jewish Federation of Pittsburgh,http://www.ujfpittsburgh.org,100.00,,97.21,"
		
			234 McKee Place,
			Pittsburgh, PA 15213    ,
			tel: (412) 992-5220"
"American Civil Liberties Union Foundation,AARP Foundation,Southern Poverty Law Center,Mothers Against Drunk Driving","Electronic Frontier Foundation,NAACP Legal Defense and Educational Fund,American Civil Liberties Union Foundation of Northern California,The Blue Card",," 
            ",United Jewish Community of the Virginia Peninsula,http://ujcvp.org/,74.00,,74.15,"
		
			2700 Spring Road,
			Newport News, VA 23606,
			tel: (757) 930-1422"
"Oorah,Yad L'Achim Peyle Israel,Hebrew Free Burial Association,Aish New York","Priority-1,Hazon,Hebrew Free Burial Association,BBYO",," 
            ",United Hebrew Cemetery Inc.,,,,90.64,"
		
			122 Arthur Kill Road,
			Staten Island, NY 10306,
			tel: (718) 351-0230"
"American Jewish Joint Distribution Committee,Jewish Federation of South Palm Beach County,UJA-Federation of New York,Jewish Federation of Central New Jersey","Jewish Community Federation of San Francisco, the Peninsula, Marin and Sonoma Counties,Greater Miami Jewish Federation,UJA-Federation of New York,Jewish Federation of Greater Ann Arbor",,"
			tel: (973) 929-3028",United Jewish Communities of MetroWest New Jersey,http://www.ujcnj.org/,97.00,,91.70,"
		
			901 Route 10,
			P.O. Box 929, Whippany, NJ 07981    "
"Wikimedia Foundation,Food and Water Watch,The Heritage Foundation,United States Justice Foundation","RAND Corporation,Institute for American Values,Creative Commons,American Enterprise Institute for Public Policy Research",,"
			tel: (212) 494-0700",United Hospital Fund,http://www.uhfnyc.org/,97.00,,83.51,"
		
			1411 Broadway,
			12th Floor, New York, NY 10018"
"The Children's Aid Society,Aid for Starving Children,Our Lady's Inn,Children's Home Society of Florida","Vista Del Mar,Casa Teresa,Open Door Community House,St. Ann's Center for Children, Youth and Families",, fax: (845) 634-7549,United Hospice of Rockland,http://www.hospiceofrockland.org/,Not yet scored or rated,,92.16,"
		
			11 Stokum Lane,
			New City, NY 10956,
			tel: (845) 634-4974"
"Boys & Girls Clubs of America,Big Brothers Big Sisters of America,The Fresh Air Fund,California Police Youth Charities","California Youth Connection,Self Enhancement, Inc.,Big Brothers Big Sisters of Massachusetts Bay,Heart of Los Angeles Youth",,"
			tel: (213) 580-1850",United Friends of the Children,http://www.unitedfriends.org/,Not yet scored or rated,,96.67,"
		
			1055 Wilshire Boulevard,
			Suite 1955, Los Angeles, CA 90017"
"Wikimedia Foundation,Food and Water Watch,The Heritage Foundation,United States Justice Foundation","The Center for Democracy and Technology,The Keystone Center,Illinois Policy Institute,Institute for Energy Research",,"
			tel: (617) 423-2148",United for a Fair Economy,http://www.faireconomy.org,93.00,,86.42,"
		
			1 Milk Street,
			5th Floor, Boston, MA 02109"
"Christian Appalachian Project,Baby Buggy,Society of St. Vincent de Paul of Portland, Oregon,Society of St. Vincent de Paul - Phoenix","Together We Cope,Bishop Sullivan Center,Interfaith Social Services,Sacred Heart Community Service",, fax: (703) 768-4788,United Community Ministries,http://www.ucmagency.org/,100.00,,94.09,"
		
			7511 Fordson Road,
			Alexandria, VA 22306,
			tel: (703) 768-7106"
"March of Dimes,National Down Syndrome Society,Alpha-1 Foundation,The Progeria Research Foundation","The Progeria Research Foundation,Cerebral Palsy, Inc.,Alpha-1 Foundation,The Cornelia de Lange Syndrome Foundation",,"
			tel: (312) 765-0419",United Cerebral Palsy of Greater Chicago,http://www.ucpnet.org/,100.00,,89.89,"
		
			547 West Jackson,
			Suite 225, Chicago, IL 60661"
"Rape, Abuse & Incest National Network,Shelter for Abused Women & Children,The Blue Bench,The Family Place","Domestic Violence Center of Chester County,The Julian Center,Women In Distress of Broward County,Hubbard House",, fax: (817) 581-7951,United Care USA,http://www.unitedcareusa.org/,28.00,,45.37,"
		
			613 Colts Neck CT,
			Colleyville, TX 76034,
			tel: (800) 955-8477"
"Susan G. Komen for the Cure,American Breast Cancer Foundation,National Breast Cancer Foundation, Inc.,Breast Cancer Connections","Breast Cancer Connections,Breastcancer.org,Living Beyond Breast Cancer,The Rose",, fax: (877) 822-4287,United Breast Cancer Foundation,http://www.ubcf.info/,78.00,,62.68,"
		
			205 Depot Road,
			Huntington Station, NY 11746,
			tel: (877) 822-4287"
"March of Dimes,National Down Syndrome Society,Alpha-1 Foundation,The Progeria Research Foundation","The Cornelia de Lange Syndrome Foundation,Alpha-1 Foundation,National Fragile X Foundation,Alpha-1 Association",," 
            ",United Cerebral Palsy of Greater Birmingham,http://www.ucpbham.com,90.00,,92.63,"
		
			100 Oslo Circle,
			Birmingham, AL 35211,
			tel: (205) 944-3901"
"The Voice of the Martyrs,Catholic Near East Welfare Association (CNEWA),Open Doors USA,Christian Aid Ministries","Cadence International,East-West Ministries International,Christian Medical & Dental Associations,Commission To Every Nation",,"
			tel: (212) 870-2600",United Board for Christian Higher Education in Asia,http://www.unitedboard.org,92.00,,89.10,"
		
			475 Riverside Drive,
			Suite 1221, New York, NY 10115"
"New England Foundation for the Arts,United Performing Arts Fund,Americans for the Arts,Scottsdale League for the Arts","Public Art Fund,Arts & Science Council,ArtsWave,ArtsMemphis",,"
			tel: (407) 628-0333",United Arts of Central Florida,http://www.UnitedArts.cc/,97.00,,88.57,"
		
			2450 Maitland Center Parkway,
			Suite 201, Maitland, FL 32751"
"Human Rights Watch,Amnesty International USA,International Justice Mission,Polaris Project","Physicians for Human Rights,Women's Learning Partnership,Polaris Project,The Carter Center",, fax: (617) 868-7102,Unitarian Universalist Service Committee,http://www.uusc.org,100.00,,91.95,"
		
			689 Massachusetts Avenue,
			Cambridge, MA 02139,
			tel: (800) 766-5236"
"SOME,Coalition for the Homeless of Central Florida,Metropolitan Ministries,New England Center for Homeless Veterans","The INN,Rainbow Village,The Samaritan Inn,The Road Home",, fax: (626) 798-1640,Union Station Homeless Services,http://www.unionstationhs.org/,Not yet scored or rated,,85.41,"
		
			825 East Orange Grove Boulevard,
			Pasadena, CA 91104,
			tel: (626) 240-4557"
"Star of Hope Mission,New York City Rescue Mission,Denver Rescue Mission,Atlanta Mission","Reconciliation Outreach,Camillus House,Bethesda Mission,Shreveport-Bossier Rescue Mission",, fax: (213) 612-0260,"Union Rescue Mission, Los Angeles",http://www.urm.org/,Not yet scored or rated,,78.70,"
		
			545 South San Pedro Street,
			Los Angeles, CA 90013    ,
			tel: (213) 347-6300"
"Star of Hope Mission,Union Rescue Mission, Los Angeles,New York City Rescue Mission,Denver Rescue Mission","Tri-City Union Gospel Mission,Restoration Ministries,Springs Rescue Mission,Camillus House",, fax: (501) 375-5134,"Union Rescue Mission, Little Rock",http://www.urmission.org,Not yet scored or rated,,84.22,"
		
			3001 Confederate Blvd,
			Little Rock, AR 72206,
			tel: (501) 370-0808"
"Star of Hope Mission,Union Rescue Mission, Los Angeles,New York City Rescue Mission,Denver Rescue Mission","Greensboro Urban Ministry,Fort Wayne Rescue Ministries,San Diego Rescue Mission,Detroit Rescue Mission Ministries",, fax: (304) 925-0887,Union Mission,,Not yet scored or rated,,69.15,"
		
			P.O. Box,
			Charleston, WV 25321,
			tel: (304) 925-0366"
"Earthjustice,Environmental Working Group,Center for Biological Diversity ,League of Conservation Voters Education Fund","Connecticut Fund for the Environment,Environmental Law and Policy Center,Environmental Integrity Project,Environmental Working Group",, fax: (617) 864-9405,Union of Concerned Scientists,http://www.ucsusa.org/,97.00,,91.74,"
		
			Two Brattle Square,
			Cambridge, MA 02138,
			tel: (800) 666-8276"
